sede_id,nucleo,tipo,tipo_sigla,nombre,zona_territorial,tipo_territorio,codigo_territorio,territorio,barrio_vereda,caracter,confianza,observacion_tecnica,estado,qr_url,map_x,map_y
MED-918-008,918,Institución Educativa,IE,INST EDUC SAN AGUSTIN,Zona Nororiental,Comuna,4,Aranjuez,Aranjuez,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-008#registro,55,31
MED-918-009,918,Sección Escuela,SEC,SEC ESC ANA FRANK,Zona Nororiental,Comuna,4,Aranjuez,Moravia,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-009#registro,55,31
MED-918-010,918,Sección Escuela,SEC,SEC ESC CARLOS VILLA MARTINEZ,Zona Nororiental,Comuna,4,Aranjuez,San Isidro,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-010#registro,55,31
MED-918-011,918,Sección Escuela,SEC,SEC ESC EPIFANIO MEJIA,Zona Nororiental,Comuna,4,Aranjuez,Berlín,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-011#registro,55,31
MED-918-012,918,Sección Escuela,SEC,SEC ESC ESTEBAN JARAMILLO,Zona Nororiental,Comuna,4,Aranjuez,Aranjuez,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-012#registro,55,31
MED-918-013,918,Sección Escuela,SEC,SEC ESC SEGUROS BOLIVAR,Zona Nororiental,Comuna,4,Aranjuez,Bermejal - Los Álamos,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-013#registro,55,31
MED-918-014,918,Sección Escuela,SEC,SEC ESC SIMONA DUQUE,Zona Nororiental,Comuna,4,Aranjuez,Aranjuez,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-014#registro,55,31
MED-918-015,918,Sección Escuela,SEC,SEC ESC TOMAS CARRASQUILLA NO 1,Zona Nororiental,Comuna,4,Aranjuez,Palermo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-918-015#registro,55,31
MED-919-001,919,Institución Educativa,IE,INST EDUC COL LOYOLA PARA LA CIENCIA Y LA INNOVACIÓN,Zona Noroccidental,Comuna,5,Castilla,Caribe,Urbano,Media,Inferencia territorial por localización urbana del colegio.,Activa,index.html?sede=MED-919-001#registro,41,28
MED-919-002,919,Institución Educativa,IE,INST EDUC DIEGO ECHAVARRIA MISAS,Zona Noroccidental,Comuna,5,Castilla,Tejelo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-002#registro,41,28
MED-919-003,919,Institución Educativa,IE,INST EDUC FELIX DE BEDOUT MORENO,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-003#registro,41,28
MED-919-004,919,Institución Educativa,IE,INST EDUC JOSE ASUNCION SILVA,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-004#registro,41,28
MED-919-005,919,Institución Educativa,IE,INST EDUC JULIO CESAR GARCIA,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-005#registro,41,28
MED-919-006,919,Institución Educativa,IE,INST EDUC MAESTRO PEDRO NEL GOMEZ,Zona Noroccidental,Comuna,5,Castilla,Florencia,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-006#registro,41,28
MED-919-007,919,Institución Educativa,IE,INST EDUC PBRO ANTONIO JOSE BERNAL LONDOÑO SJ,Zona Noroccidental,Comuna,5,Castilla,Toscana,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-007#registro,41,28
MED-919-008,919,Institución Educativa,IE,INST EDUC RODRIGO CORREA PALACIO,Zona Noroccidental,Comuna,5,Castilla,Toscana,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-008#registro,41,28
MED-919-009,919,Institución Educativa,IE,INST EDUC SEBASTIAN DE BELALCAZAR,Zona Noroccidental,Comuna,5,Castilla,Héctor Abad Gómez,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-009#registro,41,28
MED-919-010,919,Institución Educativa,IE,INST EDUC SOR JUANA INES DE LA CRUZ,Zona Noroccidental,Comuna,5,Castilla,Girardot,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-010#registro,41,28
MED-919-011,919,Sección Escuela,SEC,SEC ESC DIEGO MARIA GOMEZ,Zona Noroccidental,Comuna,5,Castilla,Florencia,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-011#registro,41,28
MED-919-012,919,Sección Escuela,SEC,SEC ESC EDUARDO URIBE BOTERO,Zona Noroccidental,Comuna,5,Castilla,Tejelo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-012#registro,41,28
MED-919-013,919,Sección Escuela,SEC,SEC ESC TOSCANA,Zona Noroccidental,Comuna,5,Castilla,Toscana,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-919-013#registro,41,28
MED-920-001,920,Institución Educativa,IE,INST EDUC ALFONSO LOPEZ,Zona Noroccidental,Comuna,5,Castilla,Alfonso López,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-001#registro,41,28
MED-920-002,920,Institución Educativa,IE,INST EDUC DINAMARCA,Zona Noroccidental,Comuna,5,Castilla,Francisco Antonio Zea / Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-002#registro,41,28
MED-920-003,920,Institución Educativa,IE,INST EDUC JESUS MARIA - EL ROSAL,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-003#registro,41,28
MED-920-004,920,Institución Educativa,IE,INST EDUC MAESTRO ARENAS BETANCUR,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-004#registro,41,28
MED-920-005,920,Institución Educativa,IE,INST EDUC MANUEL JOSE GOMEZ S,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-005#registro,41,28
MED-920-006,920,Institución Educativa,IE,INST EDUC MARIA MONTESSORI,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-006#registro,41,28
MED-920-007,920,Institución Educativa,IE,INST EDUC PEDRO CLAVER AGUIRRE,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-007#registro,41,28
MED-920-008,920,Institución Educativa,IE,INST EDUC REPUBLICA DE URUGUAY,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-008#registro,41,28
MED-920-009,920,Institución Educativa,IE,INST EDUC TRICENTENARIO,Zona Noroccidental,Comuna,5,Castilla,Tricentenario,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-009#registro,41,28
MED-920-010,920,Sección Escuela,SEC,SEC ESC ALEJO PIMIENTA,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-010#registro,41,28
MED-920-011,920,Sección Escuela,SEC,SEC ESC CARDENAL CRISANTO LUQUE,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-011#registro,41,28
MED-920-012,920,Sección Escuela,SEC,SEC ESC IMPERIO DEL JAPON,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-012#registro,41,28
MED-920-013,920,Sección Escuela,SEC,SEC ESC LA UNION,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-013#registro,41,28
MED-920-014,920,Sección Escuela,SEC,SEC ESC MUNICIPAL CASTILLA,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-014#registro,41,28
MED-920-015,920,Sección Escuela,SEC,SEC ESC MUNICIPAL KENNEDY,Zona Noroccidental,Comuna,5,Castilla,Kennedy,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-015#registro,41,28
MED-920-016,920,Sección Escuela,SEC,SEC ESC RICARDO URIBE ESCOBAR,Zona Noroccidental,Comuna,5,Castilla,Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-016#registro,41,28
MED-920-017,920,Sección Escuela,SEC,SEC ESC TRICENTENARIO,Zona Noroccidental,Comuna,5,Castilla,Tricentenario,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-920-017#registro,41,28
MED-921-001,921,Institución Educativa,IE,INST EDUC ALFREDO COCK ARANGO,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-001#registro,34,38
MED-921-002,921,Institución Educativa,IE,INST EDUC BARRIO SANTANDER,Zona Noroccidental,Comuna,6,Doce de Octubre,Santander,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-002#registro,34,38
MED-921-003,921,Institución Educativa,IE,INST EDUC CASD JOSE MARIA ESPINOSA PRIETO,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-003#registro,34,38
MED-921-004,921,Institución Educativa,IE,INST EDUC CIUDADELA LAS AMERICAS,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-004#registro,34,38
MED-921-005,921,Institución Educativa,IE,INST EDUC DOCE DE OCTUBRE,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-005#registro,34,38
MED-921-006,921,Institución Educativa,IE,INST EDUC EL PICACHITO,Zona Noroccidental,Comuna,6,Doce de Octubre,Picachito,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-006#registro,34,38
MED-921-007,921,Institución Educativa,IE,INST EDUC EL TRIUNFO SANTA TERESA,Zona Noroccidental,Comuna,6,Doce de Octubre,El Triunfo,Urbano,Media,Inferido por nombre de sede.,Activa,index.html?sede=MED-921-007#registro,34,38
MED-921-008,921,Institución Educativa,IE,INST EDUC JESUS MARIA VALLE,Zona Noroccidental,Comuna,6,Doce de Octubre,Santander,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-008#registro,34,38
MED-921-009,921,Institución Educativa,IE,INST EDUC JORGE ELIECER GAITAN,Zona Noroccidental,Comuna,6,Doce de Octubre,Kennedy,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-921-009#registro,34,38
MED-921-010,921,Institución Educativa,IE,INST EDUC JUVENIL NUEVO FUTURO,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre #2,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-010#registro,34,38
MED-921-011,921,Institución Educativa,IE,INST EDUC KENNEDY,Zona Noroccidental,Comuna,6,Doce de Octubre,Kennedy,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-011#registro,34,38
MED-921-012,921,Institución Educativa,IE,INST EDUC LA ESPERANZA,Zona Noroccidental,Comuna,6,Doce de Octubre,La Esperanza,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-012#registro,34,38
MED-921-013,921,Institución Educativa,IE,INST EDUC MAESTRO FERNANDO BOTERO,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-013#registro,34,38
MED-921-014,921,Institución Educativa,IE,INST EDUC PEDREGAL,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-014#registro,34,38
MED-921-015,921,Institución Educativa,IE,INST EDUC PROGRESAR,Zona Noroccidental,Comuna,6,Doce de Octubre,Santander,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-015#registro,34,38
MED-921-016,921,Institución Educativa,IE,INST EDUC SANTA JUANA DE LESTONNAC,Zona Noroccidental,Comuna,6,Doce de Octubre,Santander,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-016#registro,34,38
MED-921-017,921,Sección / concentración Educativa,SEC,SEC CONCENTRACION EDUCATIVA KENNEDY,Zona Noroccidental,Comuna,6,Doce de Octubre,Kennedy,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-017#registro,34,38
MED-921-018,921,Sección Escuela,SEC,SEC ESC CAROLINA KENNEDY,Zona Noroccidental,Comuna,6,Doce de Octubre,Kennedy,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-018#registro,34,38
MED-921-019,921,Sección Escuela,SEC,SEC ESC CONTRANAL,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-019#registro,34,38
MED-921-020,921,Sección Escuela,SEC,SEC ESC EL PEDREGAL,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-020#registro,34,38
MED-921-021,921,Sección Escuela,SEC,SEC ESC EL PICACHO,Zona Noroccidental,Comuna,6,Doce de Octubre,El Picacho,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-021#registro,34,38
MED-921-022,921,Sección Escuela,SEC,SEC ESC ELISA ARANGO DE COCK,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-022#registro,34,38
MED-921-023,921,Sección Escuela,SEC,SEC ESC ESTADO DE ISRAEL,Zona Noroccidental,Comuna,6,Doce de Octubre,Tejelo / Castilla,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-023#registro,34,38
MED-921-024,921,Sección Escuela,SEC,SEC ESC LEON DE GREIFF,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-024#registro,34,38
MED-921-025,921,Sección Escuela,SEC,SEC ESC LOS COMUNEROS,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-025#registro,34,38
MED-921-026,921,Sección Escuela,SEC,SEC ESC MINERVA,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-026#registro,34,38
MED-921-027,921,Sección Escuela,SEC,SEC ESC RAFAEL J. MEJIA,Zona Noroccidental,Comuna,6,Doce de Octubre,Pedregal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-027#registro,34,38
MED-921-028,921,Sección Escuela,SEC,SEC ESC REPUBLICA DE CUBA,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-028#registro,34,38
MED-921-029,921,Sección Escuela,SEC,SEC ESC SAN FRANCISCO DE PAULA,Zona Noroccidental,Comuna,6,Doce de Octubre,Santander,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-029#registro,34,38
MED-921-030,921,Sección Escuela,SEC,SEC ESC SAN MARTIN DE PORRES,Zona Noroccidental,Comuna,6,Doce de Octubre,Doce de Octubre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-921-030#registro,34,38
MED-922-001,922,Institución Educativa,IE,INST EDUC AURES,Zona Noroccidental,Comuna,7,Robledo,Aures,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-001#registro,28,48
MED-922-002,922,Institución Educativa,IE,INST EDUC BELLO HORIZONTE,Zona Noroccidental,Comuna,7,Robledo,Bello Horizonte,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-002#registro,28,48
MED-922-003,922,Institución Educativa,IE,INST EDUC CIUDAD DON BOSCO,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-003#registro,28,48
MED-922-004,922,Institución Educativa,IE,INST EDUC EL DIAMANTE,Zona Noroccidental,Comuna,7,Robledo,El Diamante,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-004#registro,28,48
MED-922-005,922,Institución Educativa,IE,INST EDUC FE Y ALEGRIA AURES,Zona Noroccidental,Comuna,7,Robledo,Aures,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-005#registro,28,48
MED-922-006,922,Institución Educativa,IE,INST EDUC FE Y ALEGRIA SAN JOSE,Zona Noroccidental,Comuna,7,Robledo,San José de la Cima,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-006#registro,28,48
MED-922-007,922,Institución Educativa,IE,INST EDUC JESUS REY,Zona Noroccidental,Comuna,7,Robledo,Aures,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-007#registro,28,48
MED-922-008,922,Institución Educativa,IE,INST EDUC LUIS LOPEZ DE MESA,Zona Noroccidental,Comuna,7,Robledo,López de Mesa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-008#registro,28,48
MED-922-009,922,Institución Educativa,IE,INST EDUC RODRIGO ARENAS BENTANCUR,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-009#registro,28,48
MED-922-010,922,Institución Educativa,IE,INST EDUC SAN VICENTE DE PAUL,Zona Noroccidental,Comuna,7,Robledo,Córdoba / Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-010#registro,28,48
MED-922-011,922,Sección Escuela,SEC,SEC ESC ALFREDO COCK ARANGO,Zona Noroccidental,Comuna,7,Robledo,Pedregal,Urbano,Media,La sede se asocia territorialmente a Robledo/Pedregal en listados de sedes.,Activa,index.html?sede=MED-922-011#registro,28,48
MED-922-012,922,Sección Escuela,SEC,SEC ESC AURES,Zona Noroccidental,Comuna,7,Robledo,Aures,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-012#registro,28,48
MED-922-013,922,Sección Escuela,SEC,SEC ESC PATIO DON BOSCO,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-922-013#registro,28,48
MED-923-001,923,Institución Educativa,IE,INST EDUC BARRIO OLAYA HERRERA,Zona Noroccidental,Comuna,7,Robledo,Olaya Herrera,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-001#registro,28,48
MED-923-002,923,Institución Educativa,IE,INST EDUC BARRIO SANTA MARGARITA,Zona Noroccidental,Comuna,7,Robledo,Santa Margarita,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-002#registro,28,48
MED-923-003,923,Institución Educativa,IE,INST EDUC CAMILO MORA CARRASQUILLA,Zona Noroccidental,Comuna,7,Robledo,Fuente Clara,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-923-003#registro,28,48
MED-923-004,923,Institución Educativa,IE,INST EDUC FE Y ALEGRIA VILLA DE LA CANDELARIA,Zona Noroccidental,Comuna,7,Robledo,Villa de la Candelaria,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-004#registro,28,48
MED-923-005,923,Institución Educativa,IE,INST EDUC JORGE ROBLEDO,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-005#registro,28,48
MED-923-006,923,Institución Educativa,IE,INST EDUC MARISCAL ROBLEDO,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-006#registro,28,48
MED-923-007,923,Institución Educativa,IE,INST EDUC MONSEÑOR GERARDO VALENCIA CANO,Zona Noroccidental,Comuna,7,Robledo,San Germán,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-007#registro,28,48
MED-923-008,923,Institución Educativa,IE,INST EDUC RAFAEL GARCIA HERREROS,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-008#registro,28,48
MED-923-009,923,Institución Educativa,IE,INST EDUC TOMAS CARRASQUILLA NO 2,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-009#registro,28,48
MED-923-010,923,Institución Educativa,IE,INST EDUC VALLEJUELOS,Zona Noroccidental,Comuna,7,Robledo,Santa Margarita,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-923-010#registro,28,48
MED-923-011,923,Institución Educativa,IE,INST EDUC VILLA FLORA,Zona Noroccidental,Comuna,7,Robledo,Villa Flora,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-011#registro,28,48
MED-923-012,923,Institución técnica,IE,INST TEC IND PASCUAL BRAVO,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-012#registro,28,48
MED-923-013,923,Sección Escuela,SEC,SEC ESC CONRADO GONZÁLEZ MEJÍA,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-013#registro,28,48
MED-923-014,923,Sección Escuela,SEC,SEC ESC LA PORTADA,Zona Noroccidental,Comuna,7,Robledo,Aures #2,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-014#registro,28,48
MED-923-015,923,Sección Escuela,SEC,SEC ESC PEDRO NEL OSPINA,Zona Noroccidental,Comuna,7,Robledo,Robledo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-015#registro,28,48
MED-923-016,923,Sección Escuela,SEC,SEC ESC SANTA MARGARITA,Zona Noroccidental,Comuna,7,Robledo,Santa Margarita,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-923-016#registro,28,48
MED-924-001,924,Institución Educativa,IE,INST EDUC ALFONSO LOPEZ PUMAREJO,Zona Centro Oriental,Comuna,8,Villa Hermosa,Boston,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-001#registro,67,50
MED-924-002,924,Institución Educativa,IE,INST EDUC CARACAS,Zona Centro Oriental,Comuna,8,Villa Hermosa,Sucre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-002#registro,67,50
MED-924-003,924,Institución Educativa,IE,INST EDUC EDUC SOL DE ORIENTE,Zona Centro Oriental,Comuna,8,Villa Hermosa,Sol de Oriente,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-003#registro,67,50
MED-924-004,924,Institución Educativa,IE,INST EDUC EL PINAL,Zona Centro Oriental,Comuna,8,Villa Hermosa,El Pinal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-004#registro,67,50
MED-924-005,924,Institución Educativa,IE,INST EDUC ESCUELA NORMAL SUPERIOR DE MEDELLIN,Zona Centro Oriental,Comuna,8,Villa Hermosa,La Ladera,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-005#registro,67,50
MED-924-006,924,Institución Educativa,IE,INST EDUC FELIX HENAO BOTERO,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villatina,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-006#registro,67,50
MED-924-007,924,Institución Educativa,IE,INST EDUC GABRIEL GARCIA MARQUEZ,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Liliam,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-924-007#registro,67,50
MED-924-008,924,Institución Educativa,IE,INST EDUC JOAQUIN VALLEJO ARBELAEZ,Zona Centro Oriental,Comuna,8,Villa Hermosa,Llanaditas,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-924-008#registro,67,50
MED-924-009,924,Institución Educativa,IE,INST EDUC JOSE CELESTINO MUTIS,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-009#registro,67,50
MED-924-010,924,Institución Educativa,IE,INST EDUC JUAN DE DIOS CARVAJAL,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-010#registro,67,50
MED-924-011,924,Institución Educativa,IE,INST EDUC JUAN DE LA CRUZ POSADA,Zona Centro Oriental,Comuna,8,Villa Hermosa,San Miguel,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-011#registro,67,50
