sede_id,nucleo,tipo,tipo_sigla,nombre,zona_territorial,tipo_territorio,codigo_territorio,territorio,barrio_vereda,caracter,confianza,observacion_tecnica,estado,qr_url,map_x,map_y
MED-924-012,924,Institución Educativa,IE,INST EDUC LA LIBERTAD,Zona Centro Oriental,Comuna,8,Villa Hermosa,La Libertad,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-012#registro,67,50
MED-924-013,924,Institución Educativa,IE,INST EDUC LA SIERRA,Zona Centro Oriental,Comuna,8,Villa Hermosa,La Sierra,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-013#registro,67,50
MED-924-014,924,Institución Educativa,IE,INST EDUC LUIS CARLOS GALAN SARMIENTO,Zona Centro Oriental,Comuna,8,Villa Hermosa,Los Mangos,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-014#registro,67,50
MED-924-015,924,Institución Educativa,IE,INST EDUC SAN FRANCISCO DE ASIS,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Liliam,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-015#registro,67,50
MED-924-016,924,Institución Educativa,IE,INST EDUC VIDA PARA TODOS,Zona Centro Oriental,Comuna,8,Villa Hermosa,Trece de Noviembre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-016#registro,67,50
MED-924-017,924,Sección colegio,SEC,SEC COL AGUSTIN NIETO CABALLERO,Zona Centro Oriental,Comuna,8,Villa Hermosa,Los Ángeles,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-017#registro,67,50
MED-924-018,924,Sección Escuela,SEC,SEC ESC ALTOS DE LA TORRE,Zona Centro Oriental,Comuna,8,Villa Hermosa,Llanaditas,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-924-018#registro,67,50
MED-924-019,924,Sección Escuela,SEC,SEC ESC BATALLON GIRARDOT,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-019#registro,67,50
MED-924-020,924,Sección Escuela,SEC,SEC ESC BEATO DOMINGO ITURRATE,Zona Centro Oriental,Comuna,8,Villa Hermosa,Trece de Noviembre,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-924-020#registro,67,50
MED-924-021,924,Sección Escuela,SEC,SEC ESC BEATO HERMANO SALOMON,Zona Centro Oriental,Comuna,8,Villa Hermosa,Sucre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-021#registro,67,50
MED-924-022,924,Sección Escuela,SEC,SEC ESC COLINAS DE ENCISO,Zona Centro Oriental,Comuna,8,Villa Hermosa,Enciso,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-022#registro,67,50
MED-924-023,924,Sección Escuela,SEC,SEC ESC EL PINAL,Zona Centro Oriental,Comuna,8,Villa Hermosa,El Pinal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-023#registro,67,50
MED-924-024,924,Sección Escuela,SEC,SEC ESC FRANCISCO ANTONIO URIBE,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-024#registro,67,50
MED-924-025,924,Sección Escuela,SEC,SEC ESC HIPOLITO LONDOÑO MESA,Zona Centro Oriental,Comuna,8,Villa Hermosa,Los Ángeles,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-025#registro,67,50
MED-924-026,924,Sección Escuela,SEC,SEC ESC HOGAR ANTIOQUIA,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-026#registro,67,50
MED-924-027,924,Sección Escuela,SEC,SEC ESC JULIA AGUDELO,Zona Centro Oriental,Comuna,8,Villa Hermosa,Enciso,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-027#registro,67,50
MED-924-028,924,Sección Escuela,SEC,SEC ESC LAS GOLONDRINAS,Zona Centro Oriental,Comuna,8,Villa Hermosa,Llanaditas,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-924-028#registro,67,50
MED-924-029,924,Sección Escuela,SEC,SEC ESC MIGUEL DE AGUINAGA,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villatina,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-029#registro,67,50
MED-924-030,924,Sección Escuela,SEC,SEC ESC NIÑO JESUS DE PRAGA,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-030#registro,67,50
MED-924-031,924,Sección Escuela,SEC,SEC ESC REPUBLICA DEL PERU,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-031#registro,67,50
MED-924-032,924,Sección Escuela,SEC,SEC ESC SAN VICENTE DE PAUL,Zona Centro Oriental,Comuna,8,Villa Hermosa,Las Estancias,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-924-032#registro,67,50
MED-924-033,924,Sección Escuela,SEC,SEC ESC SANTIAGO SANTAMARIA,Zona Centro Oriental,Comuna,8,Villa Hermosa,Enciso,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-033#registro,67,50
MED-924-034,924,Sección Escuela,SEC,SEC ESC SOR MARIA LUISA COURBIN,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Hermosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-034#registro,67,50
MED-924-035,924,Sección Escuela,SEC,SEC ESC VILLA TURBAY,Zona Centro Oriental,Comuna,8,Villa Hermosa,Villa Turbay,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-924-035#registro,67,50
MED-925-001,925,Centro Educativo,CE,CENT EDUC EL CERRO,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda El Cerro,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-001#registro,84,39
MED-925-002,925,Centro Educativo,CE,CENT EDUC EL PLACER,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda El Placer,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-002#registro,84,39
MED-925-003,925,Centro Educativo,CE,CENT EDUC EL PLAN,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda El Plan,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-003#registro,84,39
MED-925-004,925,Centro Educativo,CE,CENT EDUC JUAN ANDRES PATIÑO,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda Mazo / Santa Elena,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-004#registro,84,39
MED-925-005,925,Centro Educativo,CE,CENT EDUC MEDIA LUNA,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda Media Luna,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-005#registro,84,39
MED-925-006,925,Centro Educativo,CE,CENT EDUC PERMANENTE MAZO,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda Mazo,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-006#registro,84,39
MED-925-007,925,Centro Educativo,CE,CENT EDUC PIEDRA GORDA,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda Piedra Gorda,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-007#registro,84,39
MED-925-008,925,Centro Educativo,CE,CENT EDUC PIEDRAS BLANCAS,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Vereda Piedras Blancas,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-008#registro,84,39
MED-925-009,925,Institución Educativa,IE,INST EDUC ARZOBISPO TULIO BOTERO SALAZAR,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Barrio Caicedo,Urbano,Media,Inferencia por ubicación tradicional de la I.E.; revisar dirección oficial.,Activa,index.html?sede=MED-925-009#registro,72,60
MED-925-010,925,Institución Educativa,IE,INST EDUC ASAMBLEA DEPARTAMENTAL,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-010#registro,72,60
MED-925-011,925,Institución Educativa,IE,INST EDUC GONZALO RESTREPO JARAMILLO,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Alejandro Echavarría,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-011#registro,72,60
MED-925-012,925,Institución Educativa,IE,INST EDUC LA PASTORA,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-012#registro,72,60
MED-925-013,925,Institución Educativa,IE,INST EDUC MIRAFLORES - LUIS EDUARDO VALENCIA GARCIA,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Miraflores,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-013#registro,72,60
MED-925-014,925,Institución Educativa,IE,INST EDUC SANTA ELENA,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Corregimiento Santa Elena,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-014#registro,84,39
MED-925-015,925,Sección Escuela,SEC,SEC ESC ALEJANDRO ECHAVARRIA,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Alejandro Echavarría,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-015#registro,72,60
MED-925-016,925,Sección Escuela,SEC,SEC ESC JUAN CANCIO RESTREPO,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,La Milagrosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-016#registro,72,60
MED-925-017,925,Sección Escuela,SEC,SEC ESC LA ANUNCIACION,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Bomboná #2,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-017#registro,72,60
MED-925-018,925,Sección Escuela,SEC,SEC ESC LAS ESTANCIAS,Zona Centro Oriental / Rural,Comuna,9,Buenos Aires,Las Estancias,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-018#registro,72,60
MED-925-019,925,Sección Escuela,SEC,SEC ESC RURAL SANTA ELENA,Zona Centro Oriental / Rural,Corregimiento,90,Santa Elena,Corregimiento Santa Elena,Rural,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-925-019#registro,84,39
MED-926-001,926,Institución Educativa,IE,INST EDUC EL SALVADOR,Zona Centro Oriental,Comuna,9,Buenos Aires,El Salvador,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-001#registro,72,60
MED-926-002,926,Institución Educativa,IE,INST EDUC FEDERICO OZANAM,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-002#registro,72,60
MED-926-003,926,Institución Educativa,IE,INST EDUC LA MILAGROSA,Zona Centro Oriental,Comuna,9,Buenos Aires,La Milagrosa,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-003#registro,72,60
MED-926-004,926,Institución Educativa,IE,INST EDUC LORETO-GABRIELA GOMEZ CARVAJAL,Zona Centro Oriental,Comuna,9,Buenos Aires,Loreto,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-004#registro,72,60
MED-926-005,926,Institución Educativa,IE,INST EDUC MADRE LAURA,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-005#registro,72,60
MED-926-006,926,Institución Educativa,IE,INST EDUC MADRE MARIA MAZARELLO,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-006#registro,72,60
MED-926-007,926,Institución Educativa,IE,INST EDUC MANUEL JOSE CAYZEDO,Zona Centro Oriental,Comuna,9,Buenos Aires,Barrio Caicedo,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-007#registro,72,60
MED-926-008,926,Institución Educativa,IE,INST EDUC MERCEDITAS GOMEZ MARTINEZ,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-008#registro,72,60
MED-926-009,926,Sección Escuela,SEC,SEC ESC ETERNA PRIMAVERA,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-009#registro,72,60
MED-926-010,926,Sección Escuela,SEC,SEC ESC JOSE DE SAN MARTIN,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-010#registro,72,60
MED-926-011,926,Sección Escuela,SEC,SEC ESC JUAN MANUEL GONZALEZ ARBELAEZ,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-011#registro,72,60
MED-926-012,926,Sección Escuela,SEC,SEC ESC MERCEDES YEPES ISAZA,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-012#registro,72,60
MED-926-013,926,Sección Escuela,SEC,SEC ESC NUESTRA SEÑORA DEL ROSARIO,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-013#registro,72,60
MED-926-014,926,Sección Escuela,SEC,SEC ESC SANTO TOMAS DE AQUINO,Zona Centro Oriental,Comuna,9,Buenos Aires,Loreto,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-014#registro,72,60
MED-926-015,926,Sección liceo,SEC,SEC LIC LEON DE GREIFF,Zona Centro Oriental,Comuna,9,Buenos Aires,Buenos Aires,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-926-015#registro,72,60
MED-927-001,927,Institución Educativa,IE,INST EDUC SAN BENITO,Zona Centro Oriental,Comuna,10,La Candelaria,San Benito,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-927-001#registro,55,55
MED-927-002,927,Institución Educativa,IE,INST EDUC TULIO OSPINA,Zona Centro Oriental,Comuna,10,La Candelaria,Jesús Nazareno,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-927-002#registro,55,55
MED-927-003,927,Sección Escuela,SEC,SEC ESC MADRE MARCELINA,Zona Centro Oriental,Comuna,10,La Candelaria,Jesús Nazareno,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-927-003#registro,55,55
MED-928-001,928,Institución Educativa,IE,INST EDUC ANA DE CASTRILLON,Zona Centro Oriental,Comuna,10,La Candelaria,Boston,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-001#registro,55,55
MED-928-002,928,Institución Educativa,IE,INST EDUC CEFA,Zona Centro Oriental,Comuna,10,La Candelaria,Boston,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-002#registro,55,55
MED-928-003,928,Institución Educativa,IE,INST EDUC HECTOR ABAD GOMEZ,Zona Centro Oriental,Comuna,10,La Candelaria,Boston,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-003#registro,55,55
MED-928-004,928,Institución Educativa,IE,INST EDUC JAVIERA LONDOÑO,Zona Centro Oriental,Comuna,10,La Candelaria,Boston,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-004#registro,55,55
MED-928-005,928,Sección Escuela,SEC,SEC ESC ANTONIA SANTOS,Zona Centro Oriental,Comuna,10,La Candelaria,Boston,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-005#registro,55,55
MED-928-006,928,Sección Escuela,SEC,SEC ESC DARIO LONDOÑO CARDONA,Zona Centro Oriental,Comuna,10,La Candelaria,Bomboná #1,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-006#registro,55,55
MED-928-007,928,Sección Escuela,SEC,SEC ESC DIVINO SALVADOR,Zona Centro Oriental,Comuna,10,La Candelaria,Bomboná #1,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-007#registro,55,55
MED-928-008,928,Sección Escuela,SEC,SEC ESC LUIS ALFONSO AGUDELO,Zona Centro Oriental,Comuna,10,La Candelaria,San Diego,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-928-008#registro,55,55
MED-929-001,929,Institución Educativa,IE,INST EDUC LUCRECIO JARAMILLO VELEZ,Zona Centro Occidental,Comuna,11,Laureles-Estadio,Laureles,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-929-001#registro,42,58
MED-929-002,929,Institución Educativa,IE,INST EDUC MARCO FIDEL SUAREZ,Zona Centro Occidental,Comuna,11,Laureles-Estadio,Suramericana,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-929-002#registro,42,58
MED-929-003,929,Institución Educativa,IE,INST EDUC MATER DEI,Zona Centro Occidental,Comuna,11,Laureles-Estadio,Laureles,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-929-003#registro,42,58
MED-929-004,929,Sección Escuela,SEC,SEC ESC AGRUPACION COLOMBIA,Zona Centro Occidental,Comuna,11,Laureles-Estadio,Florida Nueva,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-929-004#registro,42,58
MED-929-005,929,Sección Escuela,SEC,SEC ESC CARLOS OBANDO VELASCO,Zona Centro Occidental,Comuna,11,Laureles-Estadio,San Joaquín,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-929-005#registro,42,58
MED-929-006,929,Sección Escuela,SEC,SEC ESC CUARTA BRIGADA,Zona Centro Occidental,Comuna,11,Laureles-Estadio,Batallón Cuarta Brigada,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-929-006#registro,42,58
MED-929-007,929,Sección Escuela,SEC,SEC ESC LA IGUANA,Zona Centro Occidental,Comuna,11,Laureles-Estadio,Nueva Villa de La Iguaná,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-929-007#registro,42,58
MED-930-001,930,Institución Educativa,IE,INST EDUC AMERICA,Zona Centro Occidental,Comuna,12,La América,La América,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-001#registro,34,62
MED-930-002,930,Institución Educativa,IE,INST EDUC BENEDIKTA ZUR NIEDEN,Zona Centro Occidental,Comuna,12,La América,Campo Alegre,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-002#registro,34,62
MED-930-003,930,Institución Educativa,IE,INST EDUC CONCEJO DE MEDELLIN,Zona Centro Occidental,Comuna,12,La América,La Floresta,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-003#registro,34,62
MED-930-004,930,Institución Educativa,IE,INST EDUC CRISTOBAL COLON,Zona Centro Occidental,Comuna,12,La América,Santa Mónica,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-004#registro,34,62
MED-930-005,930,Institución Educativa,IE,INST EDUC EL CORAZÓN,Zona Centro Occidental,Comuna,12,La América,El Corazón,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-005#registro,34,62
MED-930-006,930,Institución Educativa,IE,INST EDUC FRANCISCO ANTONIO ZEA,Zona Centro Occidental,Comuna,12,La América,Simón Bolívar,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-930-006#registro,34,62
MED-930-007,930,Institución Educativa,IE,INST EDUC JUAN XXIII,Zona Centro Occidental,Comuna,12,La América,Juan XXIII,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-007#registro,34,62
MED-930-008,930,Institución Educativa,IE,INST EDUC LA PIEDAD,Zona Centro Occidental,Comuna,12,La América,Ferrini,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-930-008#registro,34,62
MED-930-009,930,Institución Educativa,IE,INST EDUC LOLA GONZALEZ,Zona Centro Occidental,Comuna,12,La América,Santa Lucía,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-009#registro,34,62
MED-930-010,930,Institución Educativa,IE,INST EDUC RAFAEL URIBE URIBE,Zona Centro Occidental,Comuna,12,La América,La América,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-010#registro,34,62
MED-930-011,930,Institución Educativa,IE,INST EDUC SAMUEL BARRIENTOS RESTREPO,Zona Centro Occidental,Comuna,12,La América,Santa Mónica,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-011#registro,34,62
MED-930-012,930,Institución Educativa,IE,INST EDUC SANTA ROSA DE LIMA,Zona Centro Occidental,Comuna,12,La América,La Floresta,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-930-012#registro,34,62
MED-930-013,930,Sección Escuela,SEC,SEC ESC BETANIA,Zona Centro Occidental,Comuna,12,La América,Betania,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-013#registro,34,62
MED-930-014,930,Sección Escuela,SEC,SEC ESC CLODOMIRO RAMIREZ,Zona Centro Occidental,Comuna,12,La América,Santa Lucía,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-014#registro,34,62
MED-930-015,930,Sección Escuela,SEC,SEC ESC EL CORAZON,Zona Centro Occidental,Comuna,12,La América,El Corazón,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-015#registro,34,62
MED-930-016,930,Sección Escuela,SEC,SEC ESC EL SOCORRO,Zona Centro Occidental,Comuna,12,La América,El Socorro,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-016#registro,34,62
MED-930-017,930,Sección Escuela,SEC,SEC ESC JARDIN INFANTIL NO 2,Zona Centro Occidental,Comuna,12,La América,La América,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-017#registro,34,62
MED-930-018,930,Sección Escuela,SEC,SEC ESC LA PRADERA,Zona Centro Occidental,Comuna,13,San Javier,La Pradera,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-930-018#registro,27,66
MED-930-019,930,Sección Escuela,SEC,SEC ESC MONSEÑOR PERDOMO,Zona Centro Occidental,Comuna,13,San Javier,San Javier #1,Urbano,Alta,"Fuente oficial SED Medellín; núcleo 930 operativamente, comuna San Javier según registro.",Activa,index.html?sede=MED-930-019#registro,27,66
MED-930-020,930,Sección Escuela,SEC,SEC ESC PEDRO DE CASTRO,Zona Centro Occidental,Comuna,12,La América,Barrio Cristóbal,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-930-020#registro,34,62
MED-930-021,930,Sección Escuela,SEC,SEC ESC PICHINCHA,Zona Centro Occidental,Comuna,12,La América,La Floresta,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-021#registro,34,62
MED-930-022,930,Sección Escuela,SEC,SEC ESC PIO XII,Zona Centro Occidental,Comuna,13,San Javier,San Javier #1,Urbano,Alta,"Fuente oficial SED Medellín; núcleo 930 operativamente, comuna San Javier según registro.",Activa,index.html?sede=MED-930-022#registro,27,66
MED-930-023,930,Sección Escuela,SEC,SEC ESC RAFAEL URIBE URIBE,Zona Centro Occidental,Comuna,12,La América,La América,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-023#registro,34,62
MED-930-024,930,Sección Escuela,SEC,SEC ESC REPUBLICA DE PANAMA,Zona Centro Occidental,Comuna,13,San Javier,La Pradera,Urbano,Alta,Fuente oficial SED Medellín.,Activa,index.html?sede=MED-930-024#registro,27,66
MED-930-025,930,Sección Escuela,SEC,SEC ESC SANTA LUCIA,Zona Centro Occidental,Comuna,12,La América,Santa Lucía,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-930-025#registro,34,62
MED-931-001,931,Institución Educativa,IE,INST EDUC BLANQUIZAL,Zona Centro Occidental,Comuna,13,San Javier,Blanquizal,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-931-001#registro,27,66
MED-931-002,931,Institución Educativa,IE,INST EDUC CARLOS VIECO ORTIZ,Zona Centro Occidental,Comuna,13,San Javier,San Javier #1,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-931-002#registro,27,66
MED-931-003,931,Institución Educativa,IE,INST EDUC EDUARDO SANTOS,Zona Centro Occidental,Comuna,13,San Javier,Eduardo Santos,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-931-003#registro,27,66
MED-931-004,931,Institución Educativa,IE,INST EDUC FUNDADORES,Zona Centro Occidental,Comuna,13,San Javier,El Socorro,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-931-004#registro,27,66
MED-931-005,931,Institución Educativa,IE,INST EDUC LA INDEPENDENCIA,Zona Centro Occidental,Comuna,13,San Javier,Independencias,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-931-005#registro,27,66
MED-931-006,931,Institución Educativa,IE,INST EDUC PERPETUO SOCORRO,Zona Centro Occidental,Comuna,13,San Javier,Belencito,Urbano,Alta,Asignado por coincidencia territorial del nombre de la sede.,Activa,index.html?sede=MED-931-006#registro,27,66
